round,r,f1_val,f1_val@0.5,pr_auc,n_tree,fit_s,num_leaves,learning_rate,reg_lambda,reg_alpha,scale_pos_weight,params
0,0.125,0.4510050251256281,0.3617021276595745,0.3837696530740967,129,0.9,64,0.02528,25.1254,1.4214,3.408,"{""num_leaves"": 64, ""learning_rate"": 0.02528, ""reg_lambda"": 25.1254, ""reg_alpha"": 1.4214, ""scale_pos_weight"": 3.408, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.46499678869621064,0.0,0.3020654894392029,26,0.3,128,0.00794,0.0184,1.0724,5.975,"{""num_leaves"": 128, ""learning_rate"": 0.00794, ""reg_lambda"": 0.0184, ""reg_alpha"": 1.0724, ""scale_pos_weight"": 5.975, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.04219178082191781,0.0,0.01788841032197453,3,0.3,2,0.00597,0.0198,2.8787,2.339,"{""num_leaves"": 2, ""learning_rate"": 0.00597, ""reg_lambda"": 0.0198, ""reg_alpha"": 2.8787, ""scale_pos_weight"": 2.339, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.441351888667992,0.05302255844067334,0.31932085424200946,8,0.5,4096,0.09037,4.6544,2.3207,6.069,"{""num_leaves"": 4096, ""learning_rate"": 0.09037, ""reg_lambda"": 4.6544, ""reg_alpha"": 2.3207, ""scale_pos_weight"": 6.069, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.47170935080405,0.0,0.37093578972477087,165,0.6,4,0.00403,23.3082,1.64,4.532,"{""num_leaves"": 4, ""learning_rate"": 0.00403, ""reg_lambda"": 23.3082, ""reg_alpha"": 1.64, ""scale_pos_weight"": 4.532, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4541832669322709,0.0,0.3249822835910266,23,0.5,4096,0.00468,1.2274,1.9439,5.668,"{""num_leaves"": 4096, ""learning_rate"": 0.00468, ""reg_lambda"": 1.2274, ""reg_alpha"": 1.9439, ""scale_pos_weight"": 5.668, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.5223529411764706,0.5117399157134257,0.4123857880989703,84,0.6,4,0.02628,32.4022,1.8074,4.412,"{""num_leaves"": 4, ""learning_rate"": 0.02628, ""reg_lambda"": 32.4022, ""reg_alpha"": 1.8074, ""scale_pos_weight"": 4.412, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.45593108018555334,0.0,0.327910669921009,17,0.4,512,0.00913,1.7508,2.5103,4.97,"{""num_leaves"": 512, ""learning_rate"": 0.00913, ""reg_lambda"": 1.7508, ""reg_alpha"": 2.5103, ""scale_pos_weight"": 4.97, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.41202672605790647,0.0,0.2900712150949093,8,0.4,16,0.00364,0.0566,1.1335,4.0,"{""num_leaves"": 16, ""learning_rate"": 0.00364, ""reg_lambda"": 0.0566, ""reg_alpha"": 1.1335, ""scale_pos_weight"": 4.0, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4291898577612863,0.39790575916230364,0.352471271502083,159,1.2,256,0.02433,4.4515,1.709,1.988,"{""num_leaves"": 256, ""learning_rate"": 0.02433, ""reg_lambda"": 4.4515, ""reg_alpha"": 1.709, ""scale_pos_weight"": 1.988, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.45109780439121755,0.0,0.32750288576131886,15,0.4,1024,0.0088,1.1062,1.7931,3.193,"{""num_leaves"": 1024, ""learning_rate"": 0.0088, ""reg_lambda"": 1.1062, ""reg_alpha"": 1.7931, ""scale_pos_weight"": 3.193, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4553686934023286,0.0,0.34836967719956835,63,0.7,1024,0.01412,24.0893,1.3807,9.477,"{""num_leaves"": 1024, ""learning_rate"": 0.01412, ""reg_lambda"": 24.0893, ""reg_alpha"": 1.3807, ""scale_pos_weight"": 9.477, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.46163601775523144,0.0,0.337695862848965,88,0.9,4096,0.00465,11.9325,1.0469,3.127,"{""num_leaves"": 4096, ""learning_rate"": 0.00465, ""reg_lambda"": 11.9325, ""reg_alpha"": 1.0469, ""scale_pos_weight"": 3.127, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.46296296296296297,0.3884180790960452,0.3783752198606628,150,0.9,128,0.0106,53.693,2.9202,8.202,"{""num_leaves"": 128, ""learning_rate"": 0.0106, ""reg_lambda"": 53.693, ""reg_alpha"": 2.9202, ""scale_pos_weight"": 8.202, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.46410891089108913,0.0,0.37299146872944877,141,1.3,8192,0.01242,27.1065,1.7139,2.136,"{""num_leaves"": 8192, ""learning_rate"": 0.01242, ""reg_lambda"": 27.1065, ""reg_alpha"": 1.7139, ""scale_pos_weight"": 2.136, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.2729023383768913,0.26673695308381656,0.18638589592110386,64,0.3,2,0.05301,0.0349,2.7202,5.671,"{""num_leaves"": 2, ""learning_rate"": 0.05301, ""reg_lambda"": 0.0349, ""reg_alpha"": 2.7202, ""scale_pos_weight"": 5.671, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.25938009787928223,0.14217055996423383,0.10453016337429816,1,0.6,4096,0.04125,0.1182,1.3049,8.635,"{""num_leaves"": 4096, ""learning_rate"": 0.04125, ""reg_lambda"": 0.1182, ""reg_alpha"": 1.3049, ""scale_pos_weight"": 8.635, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.3630987581312833,0.0,0.23245013394195202,5,0.4,16,0.00527,0.2907,2.6973,5.215,"{""num_leaves"": 16, ""learning_rate"": 0.00527, ""reg_lambda"": 0.2907, ""reg_alpha"": 2.6973, ""scale_pos_weight"": 5.215, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.35073409461663946,0.0,0.1704761572284951,28,0.5,512,0.01012,0.2311,2.5946,5.089,"{""num_leaves"": 512, ""learning_rate"": 0.01012, ""reg_lambda"": 0.2311, ""reg_alpha"": 2.5946, ""scale_pos_weight"": 5.089, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4543714103382259,0.0,0.3378363563011414,52,0.6,32,0.0093,10.615,1.4125,7.911,"{""num_leaves"": 32, ""learning_rate"": 0.0093, ""reg_lambda"": 10.615, ""reg_alpha"": 1.4125, ""scale_pos_weight"": 7.911, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.3370892018779343,0.0,0.14752993784175053,3,1.5,16384,0.00336,0.0331,1.371,8.831,"{""num_leaves"": 16384, ""learning_rate"": 0.00336, ""reg_lambda"": 0.0331, ""reg_alpha"": 1.371, ""scale_pos_weight"": 8.831, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.3942766295707472,0.2509505703422053,0.279209097585719,72,0.6,64,0.0168,0.0268,1.9394,1.864,"{""num_leaves"": 64, ""learning_rate"": 0.0168, ""reg_lambda"": 0.0268, ""reg_alpha"": 1.9394, ""scale_pos_weight"": 1.864, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.45975609756097563,0.0,0.3364403386875618,142,0.7,32,0.00516,15.9915,1.3475,1.551,"{""num_leaves"": 32, ""learning_rate"": 0.00516, ""reg_lambda"": 15.9915, ""reg_alpha"": 1.3475, ""scale_pos_weight"": 1.551, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.44576719576719576,0.0,0.3124352314665717,44,0.5,256,0.00525,0.0163,2.612,4.575,"{""num_leaves"": 256, ""learning_rate"": 0.00525, ""reg_lambda"": 0.0163, ""reg_alpha"": 2.612, ""scale_pos_weight"": 4.575, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4319306930693069,0.3722661703117729,0.37425234584641004,137,1.1,512,0.06284,9.4651,1.2837,1.763,"{""num_leaves"": 512, ""learning_rate"": 0.06284, ""reg_lambda"": 9.4651, ""reg_alpha"": 1.2837, ""scale_pos_weight"": 1.763, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.48703352308665404,0.0,0.3157061952299914,43,0.3,2,0.01745,0.2698,2.6162,5.223,"{""num_leaves"": 2, ""learning_rate"": 0.01745, ""reg_lambda"": 0.2698, ""reg_alpha"": 2.6162, ""scale_pos_weight"": 5.223, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.2727272727272727,0.25832656376929325,0.10895520112796363,27,0.3,8,0.02148,0.3547,2.3983,7.2,"{""num_leaves"": 8, ""learning_rate"": 0.02148, ""reg_lambda"": 0.3547, ""reg_alpha"": 2.3983, ""scale_pos_weight"": 7.2, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.2640599892876272,0.11094639931341188,0.08595797251973494,9,0.4,32,0.04544,0.393,1.1704,8.361,"{""num_leaves"": 32, ""learning_rate"": 0.04544, ""reg_lambda"": 0.393, ""reg_alpha"": 1.1704, ""scale_pos_weight"": 8.361, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.45949214026602175,0.0,0.3265762943807868,8,0.3,1024,0.01043,5.8486,3.1214,7.316,"{""num_leaves"": 1024, ""learning_rate"": 0.01043, ""reg_lambda"": 5.8486, ""reg_alpha"": 3.1214, ""scale_pos_weight"": 7.316, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4404040404040404,0.0,0.3142512692845782,32,1.7,16384,0.00331,2.5994,1.1421,8.853,"{""num_leaves"": 16384, ""learning_rate"": 0.00331, ""reg_lambda"": 2.5994, ""reg_alpha"": 1.1421, ""scale_pos_weight"": 8.853, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.2362735381565907,0.05381296007542517,0.093388053708236,1,0.7,8192,0.08717,0.0137,1.1893,8.495,"{""num_leaves"": 8192, ""learning_rate"": 0.08717, ""reg_lambda"": 0.0137, ""reg_alpha"": 1.1893, ""scale_pos_weight"": 8.495, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.4570383912248629,0.25645205107307795,0.3661201329473922,57,2.5,16384,0.09386,10.6179,2.0006,5.853,"{""num_leaves"": 16384, ""learning_rate"": 0.09386, ""reg_lambda"": 10.6179, ""reg_alpha"": 2.0006, ""scale_pos_weight"": 5.853, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
0,0.125,0.1782848992690319,0.0,0.0630453338117849,65,0.6,1024,0.00327,13.654,1.5782,1.96,"{""num_leaves"": 1024, ""learning_rate"": 0.00327, ""reg_lambda"": 13.654, ""reg_alpha"": 1.5782, ""scale_pos_weight"": 1.96, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4708893154190659,0.39067854694996573,0.37919941290470166,137,1.0,4,0.00588,0.796,1.9744,7.928,"{""num_leaves"": 4, ""learning_rate"": 0.00588, ""reg_lambda"": 0.796, ""reg_alpha"": 1.9744, ""scale_pos_weight"": 7.928, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5215827338129496,0.3613251155624037,0.4294225779117017,111,0.9,4,0.02628,32.4022,1.8074,4.412,"{""num_leaves"": 4, ""learning_rate"": 0.02628, ""reg_lambda"": 32.4022, ""reg_alpha"": 1.8074, ""scale_pos_weight"": 4.412, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5163240628778718,0.36356678147722926,0.44088836508526147,199,1.2,4,0.03069,7.3522,1.5574,2.902,"{""num_leaves"": 4, ""learning_rate"": 0.03069, ""reg_lambda"": 7.3522, ""reg_alpha"": 1.5574, ""scale_pos_weight"": 2.902, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5079171741778319,0.40469483568075115,0.4094217778360585,78,0.7,4,0.02221,0.867,2.8211,1.774,"{""num_leaves"": 4, ""learning_rate"": 0.02221, ""reg_lambda"": 0.867, ""reg_alpha"": 2.8211, ""scale_pos_weight"": 1.774, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5182567726737338,0.3359209597741708,0.42604135090335493,75,0.7,4,0.04398,26.1813,1.1887,5.652,"{""num_leaves"": 4, ""learning_rate"": 0.04398, ""reg_lambda"": 26.1813, ""reg_alpha"": 1.1887, ""scale_pos_weight"": 5.652, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5009140767824497,0.305875737981445,0.4421629969018787,271,1.7,4,0.04326,24.2008,1.1939,7.728,"{""num_leaves"": 4, ""learning_rate"": 0.04326, ""reg_lambda"": 24.2008, ""reg_alpha"": 1.1939, ""scale_pos_weight"": 7.728, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5238095238095238,0.4816824966078697,0.41009093444296596,40,0.7,4,0.02921,7.9989,1.1235,4.175,"{""num_leaves"": 4, ""learning_rate"": 0.02921, ""reg_lambda"": 7.9989, ""reg_alpha"": 1.1235, ""scale_pos_weight"": 4.175, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.43914373088685016,0.0,0.3144294891407381,17,0.5,4,0.01778,9.4709,1.2498,4.493,"{""num_leaves"": 4, ""learning_rate"": 0.01778, ""reg_lambda"": 9.4709, ""reg_alpha"": 1.2498, ""scale_pos_weight"": 4.493, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5065666041275797,0.0,0.4202545903704496,60,0.7,8,0.00462,3.1606,1.6324,6.528,"{""num_leaves"": 8, ""learning_rate"": 0.00462, ""reg_lambda"": 3.1606, ""reg_alpha"": 1.6324, ""scale_pos_weight"": 6.528, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4943283582089552,0.41237113402061853,0.35533452614444383,88,0.8,2,0.04698,0.7974,1.1848,4.295,"{""num_leaves"": 2, ""learning_rate"": 0.04698, ""reg_lambda"": 0.7974, ""reg_alpha"": 1.1848, ""scale_pos_weight"": 4.295, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.45620022753128553,0.3578643578643579,0.3958449620904532,229,1.8,16,0.03964,1.2725,1.728,3.003,"{""num_leaves"": 16, ""learning_rate"": 0.03964, ""reg_lambda"": 1.2725, ""reg_alpha"": 1.728, ""scale_pos_weight"": 3.003, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4867997424339987,0.2860696517412935,0.4012375270056301,139,3.5,1024,0.03963,2.8674,1.0566,7.473,"{""num_leaves"": 1024, ""learning_rate"": 0.03963, ""reg_lambda"": 2.8674, ""reg_alpha"": 1.0566, ""scale_pos_weight"": 7.473, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5046963055729493,0.2971948445792267,0.3836855805933666,149,1.1,2,0.01998,0.3234,2.2875,7.384,"{""num_leaves"": 2, ""learning_rate"": 0.01998, ""reg_lambda"": 0.3234, ""reg_alpha"": 2.2875, ""scale_pos_weight"": 7.384, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.26857606052418265,0.0,0.13319564990231458,5,0.6,2,0.01745,0.2698,2.6162,5.223,"{""num_leaves"": 2, ""learning_rate"": 0.01745, ""reg_lambda"": 0.2698, ""reg_alpha"": 2.6162, ""scale_pos_weight"": 5.223, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.49942196531791905,0.4255125284738041,0.42371020979416313,207,3.6,128,0.05336,3.2065,3.0196,4.325,"{""num_leaves"": 128, ""learning_rate"": 0.05336, ""reg_lambda"": 3.2065, ""reg_alpha"": 3.0196, ""scale_pos_weight"": 4.325, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4681059862610402,0.25938009787928223,0.256756724530291,117,1.2,4,0.00702,0.0376,2.3821,7.019,"{""num_leaves"": 4, ""learning_rate"": 0.00702, ""reg_lambda"": 0.0376, ""reg_alpha"": 2.3821, ""scale_pos_weight"": 7.019, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4987012987012987,0.0,0.3908643235762241,5,1.2,8192,0.03155,11.7366,1.4793,8.709,"{""num_leaves"": 8192, ""learning_rate"": 0.03155, ""reg_lambda"": 11.7366, ""reg_alpha"": 1.4793, ""scale_pos_weight"": 8.709, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.47785547785547783,0.0,0.3397092038324395,25,0.7,8,0.00646,2.757,1.0397,2.006,"{""num_leaves"": 8, ""learning_rate"": 0.00646, ""reg_lambda"": 2.757, ""reg_alpha"": 1.0397, ""scale_pos_weight"": 2.006, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5419718309859155,0.535149863760218,0.4733534871681861,255,4.7,8192,0.02232,87.7159,1.6586,8.587,"{""num_leaves"": 8192, ""learning_rate"": 0.02232, ""reg_lambda"": 87.7159, ""reg_alpha"": 1.6586, ""scale_pos_weight"": 8.587, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5106902871105681,0.3412483039348711,0.4428613571451823,274,4.6,2048,0.09392,23.7226,1.6512,9.817,"{""num_leaves"": 2048, ""learning_rate"": 0.09392, ""reg_lambda"": 23.7226, ""reg_alpha"": 1.6512, ""scale_pos_weight"": 9.817, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5319280843149411,0.5184318314803978,0.4527470721761629,281,2.2,8,0.00746,54.5939,1.6806,7.962,"{""num_leaves"": 8, ""learning_rate"": 0.00746, ""reg_lambda"": 54.5939, ""reg_alpha"": 1.6806, ""scale_pos_weight"": 7.962, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4934086629001883,0.31326094109904573,0.3987740739536969,122,2.7,8192,0.08919,3.7887,2.8538,3.665,"{""num_leaves"": 8192, ""learning_rate"": 0.08919, ""reg_lambda"": 3.7887, ""reg_alpha"": 2.8538, ""scale_pos_weight"": 3.665, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.32428466617754953,0.0,0.15144179344613687,13,0.7,8,0.01697,0.8013,1.3695,2.405,"{""num_leaves"": 8, ""learning_rate"": 0.01697, ""reg_lambda"": 0.8013, ""reg_alpha"": 1.3695, ""scale_pos_weight"": 2.405, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.28063081277800245,0.0530671044256089,0.16546826706145074,9,0.8,4,0.05557,1.2462,3.0103,7.449,"{""num_leaves"": 4, ""learning_rate"": 0.05557, ""reg_lambda"": 1.2462, ""reg_alpha"": 3.0103, ""scale_pos_weight"": 7.449, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.47766990291262135,0.0,0.39002350947971653,7,0.7,32,0.01689,6.8361,1.4636,9.009,"{""num_leaves"": 32, ""learning_rate"": 0.01689, ""reg_lambda"": 6.8361, ""reg_alpha"": 1.4636, ""scale_pos_weight"": 9.009, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4768292682926829,0.0,0.3393943042915262,129,0.9,4,0.00393,8.008,1.1298,4.556,"{""num_leaves"": 4, ""learning_rate"": 0.00393, ""reg_lambda"": 8.008, ""reg_alpha"": 1.1298, ""scale_pos_weight"": 4.556, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.47348687734333156,0.0,0.34518897023038475,9,0.6,32,0.00693,3.1099,1.125,8.494,"{""num_leaves"": 32, ""learning_rate"": 0.00693, ""reg_lambda"": 3.1099, ""reg_alpha"": 1.125, ""scale_pos_weight"": 8.494, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5233100233100233,0.0,0.40609333360181293,246,1.2,4,0.00403,23.3082,1.64,4.532,"{""num_leaves"": 4, ""learning_rate"": 0.00403, ""reg_lambda"": 23.3082, ""reg_alpha"": 1.64, ""scale_pos_weight"": 4.532, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4651711924439197,0.3038605230386052,0.41929194962776634,186,4.1,16384,0.04422,1.6037,1.245,4.476,"{""num_leaves"": 16384, ""learning_rate"": 0.04422, ""reg_lambda"": 1.6037, ""reg_alpha"": 1.245, ""scale_pos_weight"": 4.476, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.48519218651543794,0.029038112522686024,0.34970900204286554,24,1.0,512,0.00743,0.0367,2.1794,7.432,"{""num_leaves"": 512, ""learning_rate"": 0.00743, ""reg_lambda"": 0.0367, ""reg_alpha"": 2.1794, ""scale_pos_weight"": 7.432, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.47774294670846396,0.0625,0.3775261707995781,21,1.0,4096,0.00873,0.1284,1.5377,6.192,"{""num_leaves"": 4096, ""learning_rate"": 0.00873, ""reg_lambda"": 0.1284, ""reg_alpha"": 1.5377, ""scale_pos_weight"": 6.192, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.547945205479452,0.506544502617801,0.4781401131841092,150,2.8,4096,0.05246,97.2839,1.5197,2.539,"{""num_leaves"": 4096, ""learning_rate"": 0.05246, ""reg_lambda"": 97.2839, ""reg_alpha"": 1.5197, ""scale_pos_weight"": 2.539, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4889975550122249,0.0,0.37359362054422657,11,1.4,8192,0.00563,0.3821,2.8578,6.053,"{""num_leaves"": 8192, ""learning_rate"": 0.00563, ""reg_lambda"": 0.3821, ""reg_alpha"": 2.8578, ""scale_pos_weight"": 6.053, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5153695225637671,0.4654150197628458,0.4702072324650463,174,3.4,4096,0.03375,3.9979,2.225,4.5,"{""num_leaves"": 4096, ""learning_rate"": 0.03375, ""reg_lambda"": 3.9979, ""reg_alpha"": 2.225, ""scale_pos_weight"": 4.5, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.47989789406509253,0.0,0.32957864766477946,6,1.2,8192,0.01252,0.9909,1.2806,9.366,"{""num_leaves"": 8192, ""learning_rate"": 0.01252, ""reg_lambda"": 0.9909, ""reg_alpha"": 1.2806, ""scale_pos_weight"": 9.366, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.25938009787928223,0.25938009787928223,0.1137540484261468,2,0.8,512,0.01491,0.1461,1.8564,8.68,"{""num_leaves"": 512, ""learning_rate"": 0.01491, ""reg_lambda"": 0.1461, ""reg_alpha"": 1.8564, ""scale_pos_weight"": 8.68, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.5311804008908686,0.5285252960172229,0.487288917532933,255,2.6,32,0.01391,1.8599,1.5269,5.108,"{""num_leaves"": 32, ""learning_rate"": 0.01391, ""reg_lambda"": 1.8599, ""reg_alpha"": 1.5269, ""scale_pos_weight"": 5.108, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4650328750747161,0.0,0.3473956331586264,53,2.9,16384,0.00504,7.6905,1.8511,3.792,"{""num_leaves"": 16384, ""learning_rate"": 0.00504, ""reg_lambda"": 7.6905, ""reg_alpha"": 1.8511, ""scale_pos_weight"": 3.792, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.4880875724404379,0.3443939923157527,0.4440926884796155,252,2.1,8,0.03749,40.2191,1.5047,3.15,"{""num_leaves"": 8, ""learning_rate"": 0.03749, ""reg_lambda"": 40.2191, ""reg_alpha"": 1.5047, ""scale_pos_weight"": 3.15, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.42153047989623865,0.0,0.340808145716593,39,1.2,4096,0.00336,2.0887,1.2695,9.78,"{""num_leaves"": 4096, ""learning_rate"": 0.00336, ""reg_lambda"": 2.0887, ""reg_alpha"": 1.2695, ""scale_pos_weight"": 9.78, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.480719794344473,0.47989789406509253,0.39664858743501014,7,0.7,32,0.02052,0.0282,1.6196,1.003,"{""num_leaves"": 32, ""learning_rate"": 0.02052, ""reg_lambda"": 0.0282, ""reg_alpha"": 1.6196, ""scale_pos_weight"": 1.003, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.47989789406509253,0.0,0.30281966183531617,29,0.7,2,0.02426,6.0934,1.1937,3.813,"{""num_leaves"": 2, ""learning_rate"": 0.02426, ""reg_lambda"": 6.0934, ""reg_alpha"": 1.1937, ""scale_pos_weight"": 3.813, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
1,0.25,0.45992115637319314,0.2653344435192895,0.3948930132691864,68,3.6,16384,0.01507,0.379,1.3299,7.739,"{""num_leaves"": 16384, ""learning_rate"": 0.01507, ""reg_lambda"": 0.379, ""reg_alpha"": 1.3299, ""scale_pos_weight"": 7.739, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1}"
