round,r,f1_val,f1_val@0.5,pr_auc,n_tree,fit_s,max_depth,learning_rate,reg_lambda,scale_pos_weight,colsample_bytree,subsample,params
0,0.125,0.5119453924914675,0.4918444165621079,0.4218984503745238,72,0.9,11,0.02299,0.3774,9.928,0.962,0.576,"{""max_depth"": 11, ""learning_rate"": 0.02299, ""reg_lambda"": 0.3774, ""scale_pos_weight"": 9.928, ""colsample_bytree"": 0.962, ""subsample"": 0.576, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.5227403569372481,0.0,0.3757305094614963,3,0.3,6,0.03502,0.0352,3.813,0.858,0.951,"{""max_depth"": 6, ""learning_rate"": 0.03502, ""reg_lambda"": 0.0352, ""scale_pos_weight"": 3.813, ""colsample_bytree"": 0.858, ""subsample"": 0.951, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.48180677540777916,0.0,0.3487512667244137,2,0.4,9,0.01029,0.0903,8.396,0.792,0.738,"{""max_depth"": 9, ""learning_rate"": 0.01029, ""reg_lambda"": 0.0903, ""scale_pos_weight"": 8.396, ""colsample_bytree"": 0.792, ""subsample"": 0.738, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.40654997176736307,0.0,0.34202186827846437,49,1.0,14,0.00406,0.0118,6.22,0.596,0.988,"{""max_depth"": 14, ""learning_rate"": 0.00406, ""reg_lambda"": 0.0118, ""scale_pos_weight"": 6.22, ""colsample_bytree"": 0.596, ""subsample"": 0.988, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.37398373983739835,0.0,0.31105867346842425,17,0.4,4,0.00458,0.6432,4.552,0.616,0.874,"{""max_depth"": 4, ""learning_rate"": 0.00458, ""reg_lambda"": 0.6432, ""scale_pos_weight"": 4.552, ""colsample_bytree"": 0.616, ""subsample"": 0.874, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.5035046728971962,0.0,0.37393155756757185,5,0.4,7,0.03878,0.0214,4.175,0.76,0.713,"{""max_depth"": 7, ""learning_rate"": 0.03878, ""reg_lambda"": 0.0214, ""scale_pos_weight"": 4.175, ""colsample_bytree"": 0.76, ""subsample"": 0.713, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.32778355879292403,0.0,0.2727479408032359,25,0.7,10,0.00364,0.0597,9.505,0.581,0.926,"{""max_depth"": 10, ""learning_rate"": 0.00364, ""reg_lambda"": 0.0597, ""scale_pos_weight"": 9.505, ""colsample_bytree"": 0.581, ""subsample"": 0.926, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.042188628496002786,0.0,0.017794144535641127,5,0.3,1,0.01222,0.7364,8.416,0.84,0.918,"{""max_depth"": 1, ""learning_rate"": 0.01222, ""reg_lambda"": 0.7364, ""scale_pos_weight"": 8.416, ""colsample_bytree"": 0.84, ""subsample"": 0.918, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.47474132684114423,0.3691194209891435,0.40230945529339335,43,0.8,13,0.04329,5.8222,9.217,0.911,0.59,"{""max_depth"": 13, ""learning_rate"": 0.04329, ""reg_lambda"": 5.8222, ""scale_pos_weight"": 9.217, ""colsample_bytree"": 0.911, ""subsample"": 0.59, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.39215686274509803,0.0,0.32181066451230955,25,0.6,9,0.00427,0.5052,4.571,0.601,0.969,"{""max_depth"": 9, ""learning_rate"": 0.00427, ""reg_lambda"": 0.5052, ""scale_pos_weight"": 4.571, ""colsample_bytree"": 0.601, ""subsample"": 0.969, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.514488468361916,0.0,0.3622781399098914,2,0.4,12,0.00439,0.0105,3.906,0.995,0.632,"{""max_depth"": 12, ""learning_rate"": 0.00439, ""reg_lambda"": 0.0105, ""scale_pos_weight"": 3.906, ""colsample_bytree"": 0.995, ""subsample"": 0.632, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.44534412955465585,0.0,0.3302442726655118,15,0.5,6,0.00575,2.2157,9.626,0.858,0.99,"{""max_depth"": 6, ""learning_rate"": 0.00575, ""reg_lambda"": 2.2157, ""scale_pos_weight"": 9.626, ""colsample_bytree"": 0.858, ""subsample"": 0.99, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.41672473867595816,0.0,0.3484104611321937,37,0.7,13,0.02301,85.7707,8.533,0.889,0.944,"{""max_depth"": 13, ""learning_rate"": 0.02301, ""reg_lambda"": 85.7707, ""scale_pos_weight"": 8.533, ""colsample_bytree"": 0.889, ""subsample"": 0.944, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.49058693244739754,0.0,0.33636995038620937,5,0.4,6,0.01083,1.2976,3.039,0.889,0.585,"{""max_depth"": 6, ""learning_rate"": 0.01083, ""reg_lambda"": 1.2976, ""scale_pos_weight"": 3.039, ""colsample_bytree"": 0.889, ""subsample"": 0.585, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.4865853658536585,0.0,0.31200411851926396,5,0.5,10,0.02322,1.3919,7.047,0.88,0.555,"{""max_depth"": 10, ""learning_rate"": 0.02322, ""reg_lambda"": 1.3919, ""scale_pos_weight"": 7.047, ""colsample_bytree"": 0.88, ""subsample"": 0.555, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.4954337899543379,0.0,0.3089047920300028,13,0.4,5,0.01321,2.8629,7.246,0.793,0.866,"{""max_depth"": 5, ""learning_rate"": 0.01321, ""reg_lambda"": 2.8629, ""scale_pos_weight"": 7.246, ""colsample_bytree"": 0.793, ""subsample"": 0.866, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.44025897586815776,0.0,0.3602878635843803,10,0.5,10,0.01906,0.7103,3.581,0.615,0.848,"{""max_depth"": 10, ""learning_rate"": 0.01906, ""reg_lambda"": 0.7103, ""scale_pos_weight"": 3.581, ""colsample_bytree"": 0.615, ""subsample"": 0.848, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.4350097975179621,0.0,0.35811461997931926,77,1.0,12,0.00621,77.1524,7.04,0.766,0.921,"{""max_depth"": 12, ""learning_rate"": 0.00621, ""reg_lambda"": 77.1524, ""scale_pos_weight"": 7.04, ""colsample_bytree"": 0.766, ""subsample"": 0.921, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.4669549104385423,0.1466325660699062,0.39332136684853103,54,0.9,11,0.01697,0.8013,3.324,0.578,0.856,"{""max_depth"": 11, ""learning_rate"": 0.01697, ""reg_lambda"": 0.8013, ""scale_pos_weight"": 3.324, ""colsample_bytree"": 0.578, ""subsample"": 0.856, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.49843456480901693,0.0,0.35188481529026866,13,0.6,12,0.03286,0.2987,6.181,0.782,0.968,"{""max_depth"": 12, ""learning_rate"": 0.03286, ""reg_lambda"": 0.2987, ""scale_pos_weight"": 6.181, ""colsample_bytree"": 0.782, ""subsample"": 0.968, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.49969306322897483,0.0,0.3237191798180497,2,0.5,13,0.01206,0.0456,8.892,0.947,0.524,"{""max_depth"": 13, ""learning_rate"": 0.01206, ""reg_lambda"": 0.0456, ""scale_pos_weight"": 8.892, ""colsample_bytree"": 0.947, ""subsample"": 0.524, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.30391138802353757,0.0,0.12579798621121976,2,0.4,12,0.02847,14.3015,6.46,0.596,0.559,"{""max_depth"": 12, ""learning_rate"": 0.02847, ""reg_lambda"": 14.3015, ""scale_pos_weight"": 6.46, ""colsample_bytree"": 0.596, ""subsample"": 0.559, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.330188679245283,0.0,0.23991022725432387,28,0.5,3,0.01815,18.2828,2.954,0.538,0.776,"{""max_depth"": 3, ""learning_rate"": 0.01815, ""reg_lambda"": 18.2828, ""scale_pos_weight"": 2.954, ""colsample_bytree"": 0.538, ""subsample"": 0.776, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.03690083162689623,0.0,0.015601275017010113,1,0.3,1,0.00399,12.3896,8.391,0.699,0.647,"{""max_depth"": 1, ""learning_rate"": 0.00399, ""reg_lambda"": 12.3896, ""scale_pos_weight"": 8.391, ""colsample_bytree"": 0.699, ""subsample"": 0.647, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.49193548387096775,0.0,0.32638361981719355,12,0.4,3,0.00824,0.2779,6.192,0.764,0.678,"{""max_depth"": 3, ""learning_rate"": 0.00824, ""reg_lambda"": 0.2779, ""scale_pos_weight"": 6.192, ""colsample_bytree"": 0.764, ""subsample"": 0.678, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.5031161473087818,0.0,0.32332841523585837,6,0.5,10,0.03263,1.7105,4.486,0.812,0.796,"{""max_depth"": 10, ""learning_rate"": 0.03263, ""reg_lambda"": 1.7105, ""scale_pos_weight"": 4.486, ""colsample_bytree"": 0.812, ""subsample"": 0.796, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.5011682242990654,0.0,0.37497068329206745,2,0.5,10,0.01024,0.1632,5.912,0.806,0.805,"{""max_depth"": 10, ""learning_rate"": 0.01024, ""reg_lambda"": 0.1632, ""scale_pos_weight"": 5.912, ""colsample_bytree"": 0.806, ""subsample"": 0.805, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.33648943918426805,0.0,0.30796069533796466,26,0.6,14,0.02232,87.7159,4.852,0.922,0.541,"{""max_depth"": 14, ""learning_rate"": 0.02232, ""reg_lambda"": 87.7159, ""scale_pos_weight"": 4.852, ""colsample_bytree"": 0.922, ""subsample"": 0.541, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.39896373056994816,0.0,0.3135297527733922,18,0.4,6,0.06499,58.4554,3.357,0.506,0.742,"{""max_depth"": 6, ""learning_rate"": 0.06499, ""reg_lambda"": 58.4554, ""scale_pos_weight"": 3.357, ""colsample_bytree"": 0.506, ""subsample"": 0.742, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.47209749839640797,0.0,0.3185804677330923,4,0.3,4,0.09067,38.9757,9.646,0.802,0.758,"{""max_depth"": 4, ""learning_rate"": 0.09067, ""reg_lambda"": 38.9757, ""scale_pos_weight"": 9.646, ""colsample_bytree"": 0.802, ""subsample"": 0.758, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.4985771200910643,0.0,0.3112478206267983,10,0.4,3,0.05611,4.0681,3.237,0.967,0.72,"{""max_depth"": 3, ""learning_rate"": 0.05611, ""reg_lambda"": 4.0681, ""scale_pos_weight"": 3.237, ""colsample_bytree"": 0.967, ""subsample"": 0.72, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.47903430749682335,0.0,0.33436434806448134,4,0.4,4,0.01784,0.0541,3.663,0.787,0.572,"{""max_depth"": 4, ""learning_rate"": 0.01784, ""reg_lambda"": 0.0541, ""scale_pos_weight"": 3.663, ""colsample_bytree"": 0.787, ""subsample"": 0.572, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.5067114093959731,0.0,0.3595200455613176,7,0.5,12,0.00332,0.544,7.86,0.807,0.662,"{""max_depth"": 12, ""learning_rate"": 0.00332, ""reg_lambda"": 0.544, ""scale_pos_weight"": 7.86, ""colsample_bytree"": 0.807, ""subsample"": 0.662, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.4114219114219114,0.0,0.3380900158373118,30,0.6,10,0.01686,99.5418,7.984,0.915,0.63,"{""max_depth"": 10, ""learning_rate"": 0.01686, ""reg_lambda"": 99.5418, ""scale_pos_weight"": 7.984, ""colsample_bytree"": 0.915, ""subsample"": 0.63, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.5014212620807277,0.0,0.3525114253354272,5,0.5,11,0.00535,0.0627,4.89,0.756,0.597,"{""max_depth"": 11, ""learning_rate"": 0.00535, ""reg_lambda"": 0.0627, ""scale_pos_weight"": 4.89, ""colsample_bytree"": 0.756, ""subsample"": 0.597, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.46756583172768146,0.29385964912280704,0.288725312905471,10,0.3,2,0.06348,0.1837,5.573,0.797,0.861,"{""max_depth"": 2, ""learning_rate"": 0.06348, ""reg_lambda"": 0.1837, ""scale_pos_weight"": 5.573, ""colsample_bytree"": 0.797, ""subsample"": 0.861, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.5028213166144201,0.0,0.3715640764831854,26,0.7,12,0.00526,0.1329,7.576,0.784,0.95,"{""max_depth"": 12, ""learning_rate"": 0.00526, ""reg_lambda"": 0.1329, ""scale_pos_weight"": 7.576, ""colsample_bytree"": 0.784, ""subsample"": 0.95, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.5003065603923973,0.0,0.3636529832020333,4,0.5,15,0.01288,0.1683,3.082,0.825,0.632,"{""max_depth"": 15, ""learning_rate"": 0.01288, ""reg_lambda"": 0.1683, ""scale_pos_weight"": 3.082, ""colsample_bytree"": 0.825, ""subsample"": 0.632, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.49304677623261695,0.3863439930855661,0.38139854102265314,33,0.6,7,0.06215,0.1209,7.06,0.784,0.814,"{""max_depth"": 7, ""learning_rate"": 0.06215, ""reg_lambda"": 0.1209, ""scale_pos_weight"": 7.06, ""colsample_bytree"": 0.784, ""subsample"": 0.814, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.36438075742067555,0.0,0.2655871546109684,10,0.5,10,0.00569,0.0397,2.097,0.538,0.767,"{""max_depth"": 10, ""learning_rate"": 0.00569, ""reg_lambda"": 0.0397, ""scale_pos_weight"": 2.097, ""colsample_bytree"": 0.538, ""subsample"": 0.767, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.2589771490750816,0.0,0.09600939970708672,1,0.4,14,0.00561,16.9306,1.203,0.687,0.737,"{""max_depth"": 14, ""learning_rate"": 0.00561, ""reg_lambda"": 16.9306, ""scale_pos_weight"": 1.203, ""colsample_bytree"": 0.687, ""subsample"": 0.737, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.042188628496002786,0.0,0.017794144535641127,8,0.3,1,0.01081,0.0778,3.536,0.963,0.709,"{""max_depth"": 1, ""learning_rate"": 0.01081, ""reg_lambda"": 0.0778, ""scale_pos_weight"": 3.536, ""colsample_bytree"": 0.963, ""subsample"": 0.709, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.4865853658536585,0.0,0.3057667219659088,9,0.4,4,0.01199,2.7842,6.977,0.83,0.542,"{""max_depth"": 4, ""learning_rate"": 0.01199, ""reg_lambda"": 2.7842, ""scale_pos_weight"": 6.977, ""colsample_bytree"": 0.83, ""subsample"": 0.542, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.3869171885873347,0.0,0.2723847722875786,2,0.4,7,0.04017,15.2151,6.297,0.565,0.542,"{""max_depth"": 7, ""learning_rate"": 0.04017, ""reg_lambda"": 15.2151, ""scale_pos_weight"": 6.297, ""colsample_bytree"": 0.565, ""subsample"": 0.542, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.25938009787928223,0.0,0.11146609794801293,2,0.4,9,0.00965,51.3139,5.254,0.948,0.73,"{""max_depth"": 9, ""learning_rate"": 0.00965, ""reg_lambda"": 51.3139, ""scale_pos_weight"": 5.254, ""colsample_bytree"": 0.948, ""subsample"": 0.73, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.49337175792507204,0.0,0.3053219006132667,9,0.4,5,0.01689,6.8361,3.855,0.945,0.633,"{""max_depth"": 5, ""learning_rate"": 0.01689, ""reg_lambda"": 6.8361, ""scale_pos_weight"": 3.855, ""colsample_bytree"": 0.945, ""subsample"": 0.633, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.3476482617586912,0.0,0.22482862294062056,40,0.7,12,0.00323,7.6677,7.089,0.828,0.844,"{""max_depth"": 12, ""learning_rate"": 0.00323, ""reg_lambda"": 7.6677, ""scale_pos_weight"": 7.089, ""colsample_bytree"": 0.828, ""subsample"": 0.844, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.36711990111248455,0.0,0.2243405094474666,17,0.4,3,0.00471,4.7513,1.059,0.591,0.71,"{""max_depth"": 3, ""learning_rate"": 0.00471, ""reg_lambda"": 4.7513, ""scale_pos_weight"": 1.059, ""colsample_bytree"": 0.591, ""subsample"": 0.71, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.49791542584871945,0.0,0.4047111650897189,26,0.7,9,0.01168,0.0299,4.843,0.812,0.689,"{""max_depth"": 9, ""learning_rate"": 0.01168, ""reg_lambda"": 0.0299, ""scale_pos_weight"": 4.843, ""colsample_bytree"": 0.812, ""subsample"": 0.689, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.5202890494719289,0.0,0.4010453464840528,7,0.6,15,0.00702,0.0376,7.74,0.834,0.715,"{""max_depth"": 15, ""learning_rate"": 0.00702, ""reg_lambda"": 0.0376, ""scale_pos_weight"": 7.74, ""colsample_bytree"": 0.834, ""subsample"": 0.715, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.2589771490750816,0.0,0.10192760389806144,1,0.4,11,0.00507,4.5158,7.75,0.582,0.845,"{""max_depth"": 11, ""learning_rate"": 0.00507, ""reg_lambda"": 4.5158, ""scale_pos_weight"": 7.75, ""colsample_bytree"": 0.582, ""subsample"": 0.845, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.4894932014833127,0.43951612903225806,0.37928607167590245,21,0.5,4,0.07459,10.1428,3.464,0.969,0.513,"{""max_depth"": 4, ""learning_rate"": 0.07459, ""reg_lambda"": 10.1428, ""scale_pos_weight"": 3.464, ""colsample_bytree"": 0.969, ""subsample"": 0.513, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.4847457627118644,0.0,0.30901820998801527,2,0.4,6,0.00599,0.0928,7.589,0.763,0.732,"{""max_depth"": 6, ""learning_rate"": 0.00599, ""reg_lambda"": 0.0928, ""scale_pos_weight"": 7.589, ""colsample_bytree"": 0.763, ""subsample"": 0.732, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.5150115473441108,0.0,0.3726489522600478,8,0.4,5,0.04312,0.0294,3.226,0.903,0.726,"{""max_depth"": 5, ""learning_rate"": 0.04312, ""reg_lambda"": 0.0294, ""scale_pos_weight"": 3.226, ""colsample_bytree"": 0.903, ""subsample"": 0.726, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.4446902654867257,0.0,0.3178094812886132,7,0.4,4,0.06535,2.5507,8.106,0.594,0.658,"{""max_depth"": 4, ""learning_rate"": 0.06535, ""reg_lambda"": 2.5507, ""scale_pos_weight"": 8.106, ""colsample_bytree"": 0.594, ""subsample"": 0.658, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.404688463911166,0.3793584379358438,0.3546278737403864,64,0.9,11,0.01743,0.776,8.402,0.587,0.926,"{""max_depth"": 11, ""learning_rate"": 0.01743, ""reg_lambda"": 0.776, ""scale_pos_weight"": 8.402, ""colsample_bytree"": 0.587, ""subsample"": 0.926, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.47804878048780486,0.4524421593830334,0.32096145719643615,17,0.5,6,0.06817,0.02,1.085,0.646,0.7,"{""max_depth"": 6, ""learning_rate"": 0.06817, ""reg_lambda"": 0.02, ""scale_pos_weight"": 1.085, ""colsample_bytree"": 0.646, ""subsample"": 0.7, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.305385139740968,0.0,0.2438625101864548,15,0.5,7,0.00405,13.342,5.279,0.565,0.683,"{""max_depth"": 7, ""learning_rate"": 0.00405, ""reg_lambda"": 13.342, ""scale_pos_weight"": 5.279, ""colsample_bytree"": 0.565, ""subsample"": 0.683, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.4777275661717237,0.0,0.38690935090948086,46,0.9,15,0.01179,0.0943,3.649,0.71,0.981,"{""max_depth"": 15, ""learning_rate"": 0.01179, ""reg_lambda"": 0.0943, ""scale_pos_weight"": 3.649, ""colsample_bytree"": 0.71, ""subsample"": 0.981, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.34187016081000593,0.2712562518387761,0.2781105213414855,64,0.6,3,0.08418,0.0132,1.595,0.514,0.833,"{""max_depth"": 3, ""learning_rate"": 0.08418, ""reg_lambda"": 0.0132, ""scale_pos_weight"": 1.595, ""colsample_bytree"": 0.514, ""subsample"": 0.833, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.2648870636550308,0.0,0.19096960451215908,15,0.4,7,0.00677,2.0215,8.158,0.666,0.623,"{""max_depth"": 7, ""learning_rate"": 0.00677, ""reg_lambda"": 2.0215, ""scale_pos_weight"": 8.158, ""colsample_bytree"": 0.666, ""subsample"": 0.623, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.042188628496002786,0.0,0.017794144535641127,5,0.3,1,0.01636,0.0395,1.787,0.869,0.93,"{""max_depth"": 1, ""learning_rate"": 0.01636, ""reg_lambda"": 0.0395, ""scale_pos_weight"": 1.787, ""colsample_bytree"": 0.869, ""subsample"": 0.93, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.27204030226700254,0.0,0.16430404084818762,5,0.5,11,0.06848,1.0974,2.381,0.613,0.727,"{""max_depth"": 11, ""learning_rate"": 0.06848, ""reg_lambda"": 1.0974, ""scale_pos_weight"": 2.381, ""colsample_bytree"": 0.613, ""subsample"": 0.727, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.47780678851174935,0.2496,0.38695724228970796,22,0.5,8,0.02987,0.125,7.803,0.718,0.991,"{""max_depth"": 8, ""learning_rate"": 0.02987, ""reg_lambda"": 0.125, ""scale_pos_weight"": 7.803, ""colsample_bytree"": 0.718, ""subsample"": 0.991, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.4824462061155153,0.0,0.3675271594635378,60,0.8,13,0.0139,22.3247,1.131,0.859,0.699,"{""max_depth"": 13, ""learning_rate"": 0.0139, ""reg_lambda"": 22.3247, ""scale_pos_weight"": 1.131, ""colsample_bytree"": 0.859, ""subsample"": 0.699, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.4775561097256858,0.0,0.3352368878166906,29,0.4,4,0.00628,52.2452,2.797,0.781,0.799,"{""max_depth"": 4, ""learning_rate"": 0.00628, ""reg_lambda"": 52.2452, ""scale_pos_weight"": 2.797, ""colsample_bytree"": 0.781, ""subsample"": 0.799, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.4450402144772118,0.34290540540540543,0.3662640904925112,19,0.4,8,0.06133,0.7356,8.469,0.762,0.978,"{""max_depth"": 8, ""learning_rate"": 0.06133, ""reg_lambda"": 0.7356, ""scale_pos_weight"": 8.469, ""colsample_bytree"": 0.762, ""subsample"": 0.978, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
0,0.125,0.4462521789657176,0.05734767025089606,0.3573729520759479,21,0.5,15,0.07382,58.8088,8.22,0.561,0.562,"{""max_depth"": 15, ""learning_rate"": 0.07382, ""reg_lambda"": 58.8088, ""scale_pos_weight"": 8.22, ""colsample_bytree"": 0.561, ""subsample"": 0.562, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1}"
