model,split,time,f1_minority,f1@0.5,precision,recall,pr_auc,recall@fpr1%,precision@1000,threshold,n,n_pos,seed,train_time_s,stage,params
no_edge_lgb,val,2026-08-18T07:16:41,0.6114221724524076,0.5515035188739603,0.7755681818181818,0.5046210720887245,0.5722603420740455,0.8114602587800369,0.591,0.2083940094267568,1015602,1082,0,37.3,final,"{""num_leaves"": 128, ""learning_rate"": 0.03443, ""reg_lambda"": 44.8638, ""reg_alpha"": 2.5893, ""scale_pos_weight"": 2.612, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_noedge_lstm"", ""emb_seed"": 0, ""n_feature"": 122, ""train_rows"": 2535504}"
no_edge_lgb,test,2026-08-18T07:16:42,0.6763315474314529,0.6353531731803513,0.7803636363636364,0.5967741935483871,0.6699226923709473,0.8498331479421579,0.893,0.2083940094267568,1015882,1798,0,37.3,final,"{""num_leaves"": 128, ""learning_rate"": 0.03443, ""reg_lambda"": 44.8638, ""reg_alpha"": 2.5893, ""scale_pos_weight"": 2.612, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_noedge_lstm"", ""emb_seed"": 0, ""n_feature"": 122, ""train_rows"": 2535504}"
no_edge_xgb,val,2026-08-18T07:17:23,0.6323024054982818,0.582326764144946,0.8313253012048193,0.5101663585951941,0.6053900615104228,0.8123844731977818,0.604,0.2067502737045288,1015602,1082,0,39.8,final,"{""max_depth"": 13, ""learning_rate"": 0.0435, ""reg_lambda"": 0.02, ""scale_pos_weight"": 4.415, ""colsample_bytree"": 0.663, ""subsample"": 0.785, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_noedge_lstm"", ""emb_seed"": 0, ""n_feature"": 122, ""train_rows"": 2535504}"
no_edge_xgb,test,2026-08-18T07:17:23,0.7009561490273657,0.657866571530503,0.8607287449392712,0.5912124582869855,0.6993004411223486,0.8665183537263627,0.92,0.2067502737045288,1015882,1798,0,39.8,final,"{""max_depth"": 13, ""learning_rate"": 0.0435, ""reg_lambda"": 0.02, ""scale_pos_weight"": 4.415, ""colsample_bytree"": 0.663, ""subsample"": 0.785, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_noedge_lstm"", ""emb_seed"": 0, ""n_feature"": 122, ""train_rows"": 2535504}"
edge_emb_lgb,val,2026-08-18T07:19:03,0.6284701712935618,0.578343949044586,0.8707037643207856,0.49168207024029575,0.5995056016525537,0.8133086876155268,0.609,0.2764056237531811,1015602,1082,1,87.3,final,"{""num_leaves"": 128, ""learning_rate"": 0.03443, ""reg_lambda"": 44.8638, ""reg_alpha"": 2.5893, ""scale_pos_weight"": 2.612, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_lstm"", ""emb_seed"": 1, ""n_feature"": 122, ""train_rows"": 2535504}"
edge_emb_lgb,test,2026-08-18T07:19:03,0.6983704689058863,0.6595289079229122,0.8684863523573201,0.5839822024471635,0.6981683919714581,0.8670745272525028,0.92,0.2764056237531811,1015882,1798,1,87.3,final,"{""num_leaves"": 128, ""learning_rate"": 0.03443, ""reg_lambda"": 44.8638, ""reg_alpha"": 2.5893, ""scale_pos_weight"": 2.612, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_lstm"", ""emb_seed"": 1, ""n_feature"": 122, ""train_rows"": 2535504}"
edge_emb_xgb,val,2026-08-18T07:20:00,0.6353623188405797,0.5851804939835339,0.8522550544323484,0.5064695009242144,0.612259522359251,0.8243992606284658,0.613,0.2145473212003708,1015602,1082,1,54.9,final,"{""max_depth"": 13, ""learning_rate"": 0.0435, ""reg_lambda"": 0.02, ""scale_pos_weight"": 4.415, ""colsample_bytree"": 0.663, ""subsample"": 0.785, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_lstm"", ""emb_seed"": 1, ""n_feature"": 122, ""train_rows"": 2535504}"
edge_emb_xgb,test,2026-08-18T07:20:01,0.7101497504159734,0.6654791592447453,0.884009942004971,0.5934371523915462,0.7118438666440716,0.8743047830923248,0.928,0.2145473212003708,1015882,1798,1,54.9,final,"{""max_depth"": 13, ""learning_rate"": 0.0435, ""reg_lambda"": 0.02, ""scale_pos_weight"": 4.415, ""colsample_bytree"": 0.663, ""subsample"": 0.785, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_lstm"", ""emb_seed"": 1, ""n_feature"": 122, ""train_rows"": 2535504}"
edge+scalar_lgb,val,2026-08-18T07:20:25,0.6079907353792704,0.5298013245033113,0.813953488372093,0.4852125693160813,0.5837142853951935,0.8207024029574861,0.595,0.20405038799961545,1015602,1082,1,22.0,final,"{""num_leaves"": 128, ""learning_rate"": 0.03443, ""reg_lambda"": 44.8638, ""reg_alpha"": 2.5893, ""scale_pos_weight"": 2.612, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_lstm"", ""emb_seed"": 1, ""n_feature"": 125, ""train_rows"": 2535504}"
edge+scalar_lgb,test,2026-08-18T07:20:26,0.6829733163913596,0.606942889137738,0.7962962962962963,0.5978865406006674,0.6801060820331073,0.8692992213570634,0.905,0.20405038799961545,1015882,1798,1,22.0,final,"{""num_leaves"": 128, ""learning_rate"": 0.03443, ""reg_lambda"": 44.8638, ""reg_alpha"": 2.5893, ""scale_pos_weight"": 2.612, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_lstm"", ""emb_seed"": 1, ""n_feature"": 125, ""train_rows"": 2535504}"
edge+scalar_xgb,val,2026-08-18T07:20:45,0.6164789567279194,0.5392809587217043,0.859504132231405,0.4805914972273567,0.586647284556517,0.7698706099815157,0.588,0.2757698893547058,1015602,1082,1,18.6,final,"{""max_depth"": 13, ""learning_rate"": 0.0435, ""reg_lambda"": 0.02, ""scale_pos_weight"": 4.415, ""colsample_bytree"": 0.663, ""subsample"": 0.785, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_lstm"", ""emb_seed"": 1, ""n_feature"": 125, ""train_rows"": 2535504}"
edge+scalar_xgb,test,2026-08-18T07:20:46,0.6896785109983079,0.5943683409436834,0.8807260155574762,0.5667408231368187,0.6827981806698955,0.8286985539488321,0.921,0.2757698893547058,1015882,1798,1,18.6,final,"{""max_depth"": 13, ""learning_rate"": 0.0435, ""reg_lambda"": 0.02, ""scale_pos_weight"": 4.415, ""colsample_bytree"": 0.663, ""subsample"": 0.785, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_lstm"", ""emb_seed"": 1, ""n_feature"": 125, ""train_rows"": 2535504}"
no_edge_lgb,val,2026-08-18T07:21:33,0.5848949460533788,0.5241830065359477,0.7584683357879234,0.47597042513863214,0.5607349201618259,0.8105360443622921,0.573,0.20649353336819573,1015602,1082,1,41.6,final,"{""num_leaves"": 128, ""learning_rate"": 0.03443, ""reg_lambda"": 44.8638, ""reg_alpha"": 2.5893, ""scale_pos_weight"": 2.612, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_noedge_lstm"", ""emb_seed"": 1, ""n_feature"": 122, ""train_rows"": 2535504}"
no_edge_lgb,test,2026-08-18T07:21:33,0.6788344540505924,0.61729295877417,0.8,0.5895439377085651,0.6659200721736434,0.85706340378198,0.889,0.20649353336819573,1015882,1798,1,41.6,final,"{""num_leaves"": 128, ""learning_rate"": 0.03443, ""reg_lambda"": 44.8638, ""reg_alpha"": 2.5893, ""scale_pos_weight"": 2.612, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_noedge_lstm"", ""emb_seed"": 1, ""n_feature"": 122, ""train_rows"": 2535504}"
no_edge_xgb,val,2026-08-18T07:22:27,0.6348850252383623,0.5758553905745643,0.8074179743223966,0.5231053604436229,0.6081322963433886,0.8253234750462107,0.604,0.14825093746185303,1015602,1082,1,51.5,final,"{""max_depth"": 13, ""learning_rate"": 0.0435, ""reg_lambda"": 0.02, ""scale_pos_weight"": 4.415, ""colsample_bytree"": 0.663, ""subsample"": 0.785, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_noedge_lstm"", ""emb_seed"": 1, ""n_feature"": 122, ""train_rows"": 2535504}"
no_edge_xgb,test,2026-08-18T07:22:27,0.7030848329048843,0.6553956834532374,0.832572298325723,0.6084538375973304,0.7057788169029738,0.8670745272525028,0.926,0.14825093746185303,1015882,1798,1,51.5,final,"{""max_depth"": 13, ""learning_rate"": 0.0435, ""reg_lambda"": 0.02, ""scale_pos_weight"": 4.415, ""colsample_bytree"": 0.663, ""subsample"": 0.785, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_noedge_lstm"", ""emb_seed"": 1, ""n_feature"": 122, ""train_rows"": 2535504}"
edge_emb_lgb,val,2026-08-18T07:24:01,0.6294642857142857,0.5707006369426751,0.7943661971830986,0.5212569316081331,0.599249039695965,0.8170055452865065,0.616,0.19710192757590644,1015602,1082,2,83.0,final,"{""num_leaves"": 128, ""learning_rate"": 0.03443, ""reg_lambda"": 44.8638, ""reg_alpha"": 2.5893, ""scale_pos_weight"": 2.612, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_lstm"", ""emb_seed"": 2, ""n_feature"": 122, ""train_rows"": 2535504}"
edge_emb_lgb,test,2026-08-18T07:24:02,0.6919254658385093,0.6483202287348105,0.7834036568213784,0.6195773081201335,0.6880864631673808,0.871523915461624,0.907,0.19710192757590644,1015882,1798,2,83.0,final,"{""num_leaves"": 128, ""learning_rate"": 0.03443, ""reg_lambda"": 44.8638, ""reg_alpha"": 2.5893, ""scale_pos_weight"": 2.612, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_lstm"", ""emb_seed"": 2, ""n_feature"": 122, ""train_rows"": 2535504}"
edge_emb_xgb,val,2026-08-18T07:24:59,0.65,0.6025,0.8761755485893417,0.5166358595194085,0.6291164843215458,0.821626617375231,0.636,0.23408423364162445,1015602,1082,2,54.9,final,"{""max_depth"": 13, ""learning_rate"": 0.0435, ""reg_lambda"": 0.02, ""scale_pos_weight"": 4.415, ""colsample_bytree"": 0.663, ""subsample"": 0.785, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_lstm"", ""emb_seed"": 2, ""n_feature"": 122, ""train_rows"": 2535504}"
edge_emb_xgb,test,2026-08-18T07:25:00,0.7068219633943428,0.6623931623931624,0.87986743993372,0.5906562847608454,0.7081287530582348,0.8754171301446051,0.922,0.23408423364162445,1015882,1798,2,54.9,final,"{""max_depth"": 13, ""learning_rate"": 0.0435, ""reg_lambda"": 0.02, ""scale_pos_weight"": 4.415, ""colsample_bytree"": 0.663, ""subsample"": 0.785, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_lstm"", ""emb_seed"": 2, ""n_feature"": 122, ""train_rows"": 2535504}"
edge+scalar_lgb,val,2026-08-18T07:26:12,0.6323529411764706,0.5703275529865125,0.814868804664723,0.5166358595194085,0.6062676693636496,0.821626617375231,0.615,0.22777626814297922,1015602,1082,2,64.6,final,"{""num_leaves"": 128, ""learning_rate"": 0.03443, ""reg_lambda"": 44.8638, ""reg_alpha"": 2.5893, ""scale_pos_weight"": 2.612, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_lstm"", ""emb_seed"": 2, ""n_feature"": 125, ""train_rows"": 2535504}"
edge+scalar_lgb,test,2026-08-18T07:26:13,0.696405648267009,0.6430379746835443,0.8232169954476479,0.603448275862069,0.6936416226580926,0.8754171301446051,0.918,0.22777626814297922,1015882,1798,2,64.6,final,"{""num_leaves"": 128, ""learning_rate"": 0.03443, ""reg_lambda"": 44.8638, ""reg_alpha"": 2.5893, ""scale_pos_weight"": 2.612, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_lstm"", ""emb_seed"": 2, ""n_feature"": 125, ""train_rows"": 2535504}"
edge+scalar_xgb,val,2026-08-18T07:27:30,0.6464764123471171,0.5921219822109276,0.8740157480314961,0.5129390018484289,0.6221023616048965,0.8280961182994455,0.625,0.16261084377765656,1015602,1082,2,74.8,final,"{""max_depth"": 13, ""learning_rate"": 0.0435, ""reg_lambda"": 0.02, ""scale_pos_weight"": 4.415, ""colsample_bytree"": 0.663, ""subsample"": 0.785, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_lstm"", ""emb_seed"": 2, ""n_feature"": 125, ""train_rows"": 2535504}"
edge+scalar_xgb,test,2026-08-18T07:27:31,0.7045454545454546,0.658984515664386,0.8827470686767169,0.5862068965517241,0.7106859633531359,0.8759733036707452,0.932,0.16261084377765656,1015882,1798,2,74.8,final,"{""max_depth"": 13, ""learning_rate"": 0.0435, ""reg_lambda"": 0.02, ""scale_pos_weight"": 4.415, ""colsample_bytree"": 0.663, ""subsample"": 0.785, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_lstm"", ""emb_seed"": 2, ""n_feature"": 125, ""train_rows"": 2535504}"
no_edge_lgb,val,2026-08-18T07:29:04,0.6147588611272516,0.5653846153846154,0.8278560250391236,0.488909426987061,0.5891874876225492,0.8142329020332717,0.604,0.23352418057911534,1015602,1082,2,81.0,final,"{""num_leaves"": 128, ""learning_rate"": 0.03443, ""reg_lambda"": 44.8638, ""reg_alpha"": 2.5893, ""scale_pos_weight"": 2.612, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_noedge_lstm"", ""emb_seed"": 2, ""n_feature"": 122, ""train_rows"": 2535504}"
no_edge_lgb,test,2026-08-18T07:29:05,0.6949654491609082,0.6350470673425054,0.8509266720386784,0.5873192436040044,0.6883206702310636,0.8609566184649611,0.903,0.23352418057911534,1015882,1798,2,81.0,final,"{""num_leaves"": 128, ""learning_rate"": 0.03443, ""reg_lambda"": 44.8638, ""reg_alpha"": 2.5893, ""scale_pos_weight"": 2.612, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_noedge_lstm"", ""emb_seed"": 2, ""n_feature"": 122, ""train_rows"": 2535504}"
no_edge_xgb,val,2026-08-18T07:30:09,0.6307246376811594,0.5824873096446701,0.8460342146189735,0.5027726432532348,0.6096207583478259,0.8253234750462107,0.607,0.18588553369045258,1015602,1082,2,62.4,final,"{""max_depth"": 13, ""learning_rate"": 0.0435, ""reg_lambda"": 0.02, ""scale_pos_weight"": 4.415, ""colsample_bytree"": 0.663, ""subsample"": 0.785, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_noedge_lstm"", ""emb_seed"": 2, ""n_feature"": 122, ""train_rows"": 2535504}"
no_edge_xgb,test,2026-08-18T07:30:10,0.6936071546869824,0.6576028622540251,0.8574938574938575,0.582313681868743,0.6971092662689067,0.8654060066740823,0.921,0.18588553369045258,1015882,1798,2,62.4,final,"{""max_depth"": 13, ""learning_rate"": 0.0435, ""reg_lambda"": 0.02, ""scale_pos_weight"": 4.415, ""colsample_bytree"": 0.663, ""subsample"": 0.785, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_noedge_lstm"", ""emb_seed"": 2, ""n_feature"": 122, ""train_rows"": 2535504}"
edge_emb_lgb,val,2026-08-18T07:31:00,0.6149584487534626,0.5510996119016818,0.7676348547717843,0.5129390018484289,0.5783974515624203,0.8133086876155268,0.596,0.18762957520547702,1015602,1082,3,41.4,final,"{""num_leaves"": 128, ""learning_rate"": 0.03443, ""reg_lambda"": 44.8638, ""reg_alpha"": 2.5893, ""scale_pos_weight"": 2.612, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_lstm"", ""emb_seed"": 3, ""n_feature"": 122, ""train_rows"": 2535504}"
edge_emb_lgb,test,2026-08-18T07:31:00,0.6922141119221411,0.6435714285714286,0.763758389261745,0.6329254727474972,0.6905175042078295,0.8726362625139044,0.899,0.18762957520547702,1015882,1798,3,41.4,final,"{""num_leaves"": 128, ""learning_rate"": 0.03443, ""reg_lambda"": 44.8638, ""reg_alpha"": 2.5893, ""scale_pos_weight"": 2.612, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_lstm"", ""emb_seed"": 3, ""n_feature"": 122, ""train_rows"": 2535504}"
edge_emb_xgb,val,2026-08-18T07:31:40,0.6388888888888888,0.5671834625322998,0.8544891640866873,0.5101663585951941,0.6032505710148781,0.7948243992606284,0.605,0.2156674563884735,1015602,1082,3,37.6,final,"{""max_depth"": 13, ""learning_rate"": 0.0435, ""reg_lambda"": 0.02, ""scale_pos_weight"": 4.415, ""colsample_bytree"": 0.663, ""subsample"": 0.785, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_lstm"", ""emb_seed"": 3, ""n_feature"": 122, ""train_rows"": 2535504}"
edge_emb_xgb,test,2026-08-18T07:31:40,0.7078353253652059,0.6515478761699064,0.8780889621087314,0.592880978865406,0.7011045454894107,0.8548387096774194,0.923,0.2156674563884735,1015882,1798,3,37.6,final,"{""max_depth"": 13, ""learning_rate"": 0.0435, ""reg_lambda"": 0.02, ""scale_pos_weight"": 4.415, ""colsample_bytree"": 0.663, ""subsample"": 0.785, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_lstm"", ""emb_seed"": 3, ""n_feature"": 122, ""train_rows"": 2535504}"
edge+scalar_lgb,val,2026-08-18T07:32:26,0.6079714455681142,0.5260382333553065,0.8530884808013356,0.4722735674676525,0.5703760174333318,0.8133086876155268,0.576,0.25658020039697577,1015602,1082,3,40.4,final,"{""num_leaves"": 128, ""learning_rate"": 0.03443, ""reg_lambda"": 44.8638, ""reg_alpha"": 2.5893, ""scale_pos_weight"": 2.612, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_lstm"", ""emb_seed"": 3, ""n_feature"": 125, ""train_rows"": 2535504}"
edge+scalar_lgb,test,2026-08-18T07:32:27,0.6981697171381032,0.6226622662266227,0.8690969345484673,0.5834260289210234,0.6912329184307617,0.8770856507230256,0.904,0.25658020039697577,1015882,1798,3,40.4,final,"{""num_leaves"": 128, ""learning_rate"": 0.03443, ""reg_lambda"": 44.8638, ""reg_alpha"": 2.5893, ""scale_pos_weight"": 2.612, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_lstm"", ""emb_seed"": 3, ""n_feature"": 125, ""train_rows"": 2535504}"
edge+scalar_xgb,val,2026-08-18T07:33:30,0.6314567614625652,0.5876354365838113,0.8486739469578783,0.5027726432532348,0.605863323120252,0.8197781885397413,0.603,0.20068663358688354,1015602,1082,3,61.0,final,"{""max_depth"": 13, ""learning_rate"": 0.0435, ""reg_lambda"": 0.02, ""scale_pos_weight"": 4.415, ""colsample_bytree"": 0.663, ""subsample"": 0.785, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_lstm"", ""emb_seed"": 3, ""n_feature"": 125, ""train_rows"": 2535504}"
edge+scalar_xgb,test,2026-08-18T07:33:31,0.706989247311828,0.6500180962721679,0.8930390492359932,0.5850945494994438,0.7108482278611715,0.8832035595105673,0.928,0.20068663358688354,1015882,1798,3,61.0,final,"{""max_depth"": 13, ""learning_rate"": 0.0435, ""reg_lambda"": 0.02, ""scale_pos_weight"": 4.415, ""colsample_bytree"": 0.663, ""subsample"": 0.785, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_lstm"", ""emb_seed"": 3, ""n_feature"": 125, ""train_rows"": 2535504}"
no_edge_lgb,val,2026-08-18T07:34:41,0.6126027397260274,0.5659655831739961,0.7523553162853297,0.5166358595194085,0.5752264678681028,0.8022181146025879,0.58,0.17587821518825286,1015602,1082,3,60.2,final,"{""num_leaves"": 128, ""learning_rate"": 0.03443, ""reg_lambda"": 44.8638, ""reg_alpha"": 2.5893, ""scale_pos_weight"": 2.612, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_noedge_lstm"", ""emb_seed"": 3, ""n_feature"": 122, ""train_rows"": 2535504}"
no_edge_lgb,test,2026-08-18T07:34:42,0.6838551258440762,0.639226914817466,0.763013698630137,0.6195773081201335,0.6731458709327915,0.8520578420467185,0.896,0.17587821518825286,1015882,1798,3,60.2,final,"{""num_leaves"": 128, ""learning_rate"": 0.03443, ""reg_lambda"": 44.8638, ""reg_alpha"": 2.5893, ""scale_pos_weight"": 2.612, ""n_estimators"": 1000, ""max_bin"": 63, ""n_jobs"": -1, ""verbose"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_noedge_lstm"", ""emb_seed"": 3, ""n_feature"": 122, ""train_rows"": 2535504}"
no_edge_xgb,val,2026-08-18T07:35:04,0.6189078097475044,0.478502080443828,0.8486312399355878,0.48706099815157117,0.5815932629794283,0.7865064695009242,0.595,0.2918042540550232,1015602,1082,3,20.3,final,"{""max_depth"": 13, ""learning_rate"": 0.0435, ""reg_lambda"": 0.02, ""scale_pos_weight"": 4.415, ""colsample_bytree"": 0.663, ""subsample"": 0.785, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_noedge_lstm"", ""emb_seed"": 3, ""n_feature"": 122, ""train_rows"": 2535504}"
no_edge_xgb,test,2026-08-18T07:35:04,0.6862745098039216,0.5783596457450905,0.875,0.5645161290322581,0.6683278564533245,0.8114571746384872,0.912,0.2918042540550232,1015882,1798,3,20.3,final,"{""max_depth"": 13, ""learning_rate"": 0.0435, ""reg_lambda"": 0.02, ""scale_pos_weight"": 4.415, ""colsample_bytree"": 0.663, ""subsample"": 0.785, ""n_estimators"": 1000, ""early_stopping_rounds"": 20, ""tree_method"": ""hist"", ""n_jobs"": -1, ""device"": ""local-i5-13420H"", ""encoder"": ""ssl_noedge_lstm"", ""emb_seed"": 3, ""n_feature"": 122, ""train_rows"": 2535504}"
